ZIP Code,City,Adresse d'arrivée,Distance Km
1740,"1740 TERNAT, Belgique",BRUXELLES,"16,72"
1560,"1560 HOEILAART, Belgique",BRUXELLES,"16,76"
1630,"1630 LINKEBEEK, Belgique",BRUXELLES,"16,76"
1650,"1650 BEERSEL, Belgique",BRUXELLES,"16,81"
1851,"1851 Humbeek, Belgique",BRUXELLES,"16,84"
6838,"6838 Corbion, Belgique",BRUXELLES,"160,35"
6672,"6672 Beho, Belgique",BRUXELLES,"160,46"
6820,"6820 Muno, Belgique",BRUXELLES,"160,91"
6681,"6681 Lavacherie, Belgique",BRUXELLES,"162,07"
4950,"4950 Faymonville, Belgique",BRUXELLES,"162,233"
6666,"6666 Wibrin, Belgique",BRUXELLES,"162,29"
6637,"6637 FAUVILLERS, Belgique",BRUXELLES,"162,964"
6663,"6663 Mabompré, Belgique",BRUXELLES,"163,21"
6640,"6640 Nives, Belgique",BRUXELLES,"164,189"
6680,"6680 Tillet, Belgique",BRUXELLES,"164,56"
6673,"6673 Cherain, Belgique",BRUXELLES,"164,564"
4770,"4770 AMBLÈVE, Belgique",BRUXELLES,"166,472"
6823,"6823 Villers-Devant-Orval, Belgique",BRUXELLES,"166,98"
6824,"6824 Chassepierre, Belgique",BRUXELLES,"168,131"
6730,"6730 Bellefontaine, Belgique",BRUXELLES,"168,24"
1651,"1651 Lot, Belgique",BRUXELLES,"17,11"
1671,"1671 Elingen, Belgique",BRUXELLES,"17,99"
6671,"6671 Bovigny, Belgique",BRUXELLES,"170,67"
6724,"6724 Houdemont, Belgique",BRUXELLES,"171,08"
6813,"6813 Termes, Belgique",BRUXELLES,"171,2"
4780,"4780 SAINT-VITH, Belgique",BRUXELLES,"172,005"
4771,"4771 Heppenbach, Belgique",BRUXELLES,"172,98"
6674,"6674 Montleban, Belgique",BRUXELLES,"173,22"
6821,"6821 Lacuisine, Belgique",BRUXELLES,"173,36"
4784,"4784 Crombach, Belgique",BRUXELLES,"173,38"
6723,"6723 Habay-La-Vieille, Belgique",BRUXELLES,"175,73"
4783,"4783 Lommersweiler, Belgique",BRUXELLES,"176,41"
4791,"4791 Thommen, Belgique",BRUXELLES,"176,871"
6742,"6742 Chantemelle, Belgique",BRUXELLES,"177,49"
6741,"6741 Vance, Belgique",BRUXELLES,"177,75"
6717,"6717 Tontelange, Belgique",BRUXELLES,"177,77"
6740,"6740 ETALLE, Belgique",BRUXELLES,"179,224"
1760,"1760 Strijtem, Belgique",BRUXELLES,"18,1"
1790,"1790 Essene, Belgique",BRUXELLES,"18,1"
1741,"1741 Wambeek, Belgique",BRUXELLES,"18,44"
3078,"3078 Everberg, Belgique",BRUXELLES,"18,46"
1982,"1982 Elewijt, Belgique",BRUXELLES,"18,67"
6743,"6743 Buzenol, Belgique",BRUXELLES,"180,24"
6720,"6720 Hachy, Belgique",BRUXELLES,"180,741"
6769,"6769 Villers-La-Loue, Belgique",BRUXELLES,"180,8"
6750,"6750 MUSSON, Belgique",BRUXELLES,"181,4"
4790,"4790 Reuland, Belgique",BRUXELLES,"182,76"
4761,"4761 Rocherath, Belgique",BRUXELLES,"183,3"
4782,"4782 Schoenberg, Belgique",BRUXELLES,"183,33"
4760,"4760 Manderfeld, Belgique",BRUXELLES,"185,808"
6704,"6704 Guirsch, Belgique",BRUXELLES,"188,61"
1745,"1745 Mazenzele, Belgique",BRUXELLES,"19,15"
1840,"1840 LONDERZEEL, Belgique",BRUXELLES,"19,15"
1654,"1654 Huizingen, Belgique",BRUXELLES,"19,16"
6706,"6706 Autelbas, Belgique",BRUXELLES,"191,08"
6762,"6762 Saint-Mard, Belgique",BRUXELLES,"191,08"
6780,"6780 MESSANCY, Belgique",BRUXELLES,"191,19"
6767,"6767 Harnoncourt, Belgique",BRUXELLES,"191,94"
6792,"6792 Rachecourt, Belgique",BRUXELLES,"192,63"
6791,"6791 Athus, Belgique",BRUXELLES,"192,94"
6782,"6782 Habergy, Belgique",BRUXELLES,"193,2"
6721,"6721 Anlier, Belgique",BRUXELLES,"193,38"
6747,"6747 SAINT-LÉGER, Belgique",BRUXELLES,"193,805"
6781,"6781 Sélange, Belgique",BRUXELLES,"194,4"
6790,"6790 AUBANGE, Belgique",BRUXELLES,"196,09"
6761,"6761 Latour, Belgique",BRUXELLES,"196,31"
6760,"6760 Bleid, Belgique",BRUXELLES,"196,87"
1210,"1210 SAINT-JOSSE-TEN-NOODE, Belgique",BRUXELLES,"2,28"
1080,"1080 MOLENBEEK-SAINT-JEAN, Belgique",BRUXELLES,"2,49"
1081,"1081 KOEKELBERG, Belgique",BRUXELLES,"2,75"
1007,"1007 Assemblée de la Commission Communautaire Française, Belgique",BRUXELLES,"2,95"
1761,"1761 Borchtlombeek, Belgique",BRUXELLES,"20,02"
1310,"1310 LA HULPE, Belgique",BRUXELLES,"20,06"
3071,"3071 Erps-Kwerps, Belgique",BRUXELLES,"20,29"
1670,"1670 PEPINGEN, Belgique",BRUXELLES,"20,69"
1653,"1653 Dworp, Belgique",BRUXELLES,"20,84"
1755,"1755 GOOIK, Belgique",BRUXELLES,"20,9"
1501,"1501 Buizingen, Belgique",BRUXELLES,21
1931,"1931 Brucargo, Belgique",BRUXELLES,"21,02"
1332,"1332 Genval, Belgique",BRUXELLES,"21,25"
1652,"1652 Alsemberg, Belgique",BRUXELLES,"21,28"
1910,"1910 Nederokkerzeel, Belgique",BRUXELLES,"22,34"
1770,"1770 LIEDEKERKE, Belgique",BRUXELLES,"22,53"
9470,"9470 DENDERLEEUW, Belgique",BRUXELLES,"23,01"
9402,"9402 Meerbeke, Belgique",BRUXELLES,"23,181"
3061,"3061 Leefdaal, Belgique",BRUXELLES,"23,85"
1331,"1331 Rosières, Belgique",BRUXELLES,"24,237"
3060,"3060 Korbeek-Dijle, Belgique",BRUXELLES,"24,704"
9403,"9403 Neigem, Belgique",BRUXELLES,"24,89"
9320,"9320 Erembodegem, Belgique",BRUXELLES,"24,92"
2830,"2830 Tisselt, Belgique",BRUXELLES,"25,3"
1410,"1410 WATERLOO, Belgique",BRUXELLES,"25,47"
1502,"1502 Lembeek, Belgique",BRUXELLES,"25,48"
1540,"1540 Herfelingen, Belgique",BRUXELLES,"25,75"
1500,"1500 HALLE, Belgique",BRUXELLES,"25,99"
9400,"9400 Lieferinge, Belgique",BRUXELLES,"26,119"
9401,"9401 Pollare, Belgique",BRUXELLES,"26,13"
1440,"1440 Wauthier-Braine, Belgique",BRUXELLES,"26,97"
3080,"3080 Vossem, Belgique",BRUXELLES,"27,024"
1301,"1301 Bierges, Belgique",BRUXELLES,"27,04"
3050,"3050 OUD-HEVERLEE, Belgique",BRUXELLES,"27,13"
1330,"1330 RIXENSART, Belgique",BRUXELLES,"27,578"
9450,"9450 HAALTERT, Belgique",BRUXELLES,"27,84"
2870,"2870 PUURS, Belgique",BRUXELLES,"28,173"
9300,"9300 AALST, Belgique",BRUXELLES,"28,22"
9473,"9473 Welle, Belgique",BRUXELLES,"28,24"
1981,"1981 Hofstade, Belgique",BRUXELLES,"28,77"
9308,"9308 Hofstade, Belgique",BRUXELLES,"28,77"
3000,"3000 LEUVEN, Belgique",BRUXELLES,"28,83"
1300,"1300 WAVRE, Belgique",BRUXELLES,"29,17"
2890,"2890 Lippelo, Belgique",BRUXELLES,"29,19"
9451,"9451 Kerksken, Belgique",BRUXELLES,"29,39"
3020,"3020 Winksele, Belgique",BRUXELLES,"29,744"
9506,"9506 Zandbergen, Belgique",BRUXELLES,"29,82"
2850,"2850 BOOM, Belgique",BRUXELLES,"29,97"
2801,"2801 Heffen, Belgique",BRUXELLES,"30,03"
1673,"1673 Beert, Belgique",BRUXELLES,"30,24"
1420,"1420 BRAINE-L'ALLEUD, Belgique",BRUXELLES,"30,31"
3012,"3012 Wilsele, Belgique",BRUXELLES,"30,34"
3040,"3040 Ottenburg, Belgique",BRUXELLES,"30,609"
9280,"9280 LEBBEKE, Belgique",BRUXELLES,"30,764"
9472,"9472 Iddergem, Belgique",BRUXELLES,"30,807"
1480,"1480 TUBIZE, Belgique",BRUXELLES,"30,888"
1570,"1570 Vollezele, Belgique",BRUXELLES,"30,96"
3001,"3001 Heverlee, Belgique",BRUXELLES,"31,317"
3191,"3191 Hever, Belgique",BRUXELLES,"31,32"
3052,"3052 Blanden, Belgique",BRUXELLES,"31,37"
3010,"3010 Kessel Lo, Belgique",BRUXELLES,"31,6"
1461,"1461 Haut-Ittre, Belgique",BRUXELLES,"31,65"
1421,"1421 Ophain-Bois-Seigneur-Isaac, Belgique",BRUXELLES,"31,66"
3053,"3053 Haasrode, Belgique",BRUXELLES,"31,765"
2811,"2811 Leest, Belgique",BRUXELLES,"31,85"
3054,"3054 Vaalbeek, Belgique",BRUXELLES,"32,01"
2812,"2812 Muizen, Belgique",BRUXELLES,"32,23"
2800,"2800 MECHELEN, Belgique",BRUXELLES,"32,347"
9420,"9420 Mere, Belgique",BRUXELLES,"32,57"
2880,"2880 Hingene, Belgique",BRUXELLES,"32,68"
3190,"3190 BOORTMEERBEEK, Belgique",BRUXELLES,"33,02"
9310,"9310 Herdersem, Belgique",BRUXELLES,"33,479"
1390,"1390 Nethen, Belgique",BRUXELLES,"33,67"
1348,"1348 Louvain-La-Neuve, Belgique",BRUXELLES,"33,86"
2845,"2845 NIEL, Belgique",BRUXELLES,"33,95"
3018,"3018 Wijgmaal, Belgique",BRUXELLES,"34,03"
1430,"1430 Rebecq-Rognon, Belgique",BRUXELLES,"34,61"
1340,"1340 Ottignies, Belgique",BRUXELLES,"34,917"
2630,"2630 AARTSELAAR, Belgique",BRUXELLES,"34,93"
3150,"3150 HAACHT, Belgique",BRUXELLES,"34,99"
2820,"2820 BONHEIDEN, Belgique",BRUXELLES,"35,35"
2627,"2627 SCHELLE, Belgique",BRUXELLES,"35,46"
3220,"3220 HOLSBEEK, Belgique",BRUXELLES,"35,56"
9404,"9404 Aspelare, Belgique",BRUXELLES,"35,75"
1341,"1341 Céroux-Mousty, Belgique",BRUXELLES,"35,82"
1342,"1342 Limelette, Belgique",BRUXELLES,"35,9"
9520,"9520 Zonnegem, Belgique",BRUXELLES,"35,949"
9552,"9552 Borsbeke, Belgique",BRUXELLES,"36,2"
9406,"9406 Outer, Belgique",BRUXELLES,"36,42"
1473,"1473 Glabais, Belgique",BRUXELLES,"36,43"
3111,"3111 Wezemaal, Belgique",BRUXELLES,"36,59"
3212,"3212 Pellenberg, Belgique",BRUXELLES,"36,62"
1428,"1428 Lillois-Witterzée, Belgique",BRUXELLES,"37,04"
3110,"3110 ROTSELAAR, Belgique",BRUXELLES,"37,05"
1470,"1470 GENAPPE, Belgique",BRUXELLES,"37,06"
9260,"9260 WICHELEN, Belgique",BRUXELLES,"37,17"
7850,"7850 Petit-Enghien, Belgique",BRUXELLES,"37,49"
2620,"2620 HEMIKSEM, Belgique",BRUXELLES,"37,62"
1474,"1474 Ways, Belgique",BRUXELLES,"37,82"
1472,"1472 Vieux-Genappe, Belgique",BRUXELLES,"37,825"
9551,"9551 Ressegem, Belgique",BRUXELLES,"38,05"
1435,"1435 Corbais, Belgique",BRUXELLES,"38,101"
9521,"9521 Letterhoutem, Belgique",BRUXELLES,"38,345"
1320,"1320 Nodebais, Belgique",BRUXELLES,"38,351"
3140,"3140 KEERBERGEN, Belgique",BRUXELLES,"38,4"
2610,"2610 Wilrijk, Belgique",BRUXELLES,"38,42"
9140,"9140 TEMSE, Belgique",BRUXELLES,"38,72"
3360,"3360 Opvelp, Belgique",BRUXELLES,"38,736"
9290,"9290 BERLARE, Belgique",BRUXELLES,"39,03"
1402,"1402 Thines, Belgique",BRUXELLES,"39,527"
1400,"1400 NIVELLES, Belgique",BRUXELLES,"39,908"
1048,"1048 Union Européenne - Conseil, Belgique",BRUXELLES,"4,205"
1020,"1020 Laeken, Belgique",BRUXELLES,"4,34"
1041,"1041 International Press Center, Belgique",BRUXELLES,"4,35"
1046,"1046 European External Action Service, Belgique",BRUXELLES,"4,42"
1083,"1083 GANSHOREN, Belgique",BRUXELLES,"4,91"
1471,"1471 Loupoigne, Belgique",BRUXELLES,"40,06"
3118,"3118 Werchter, Belgique",BRUXELLES,"40,12"
1457,"1457 Tourinnes-Saint-Lambert, Belgique",BRUXELLES,"40,877"
2660,"2660 Hoboken, Belgique",BRUXELLES,"40,982"
1404,"1404 Bornival, Belgique",BRUXELLES,"41,06"
3300,"3300 Kumtich, Belgique",BRUXELLES,"41,657"
2860,"2860 SINT-KATELIJNE-WAVER, Belgique",BRUXELLES,"41,67"
7090,"7090 BRAINE-LE-COMTE, Belgique",BRUXELLES,"41,899"
2570,"2570 DUFFEL, Belgique",BRUXELLES,"42,21"
1450,"1450 CHASTRE, Belgique",BRUXELLES,"42,23"
3130,"3130 Betekom, Belgique",BRUXELLES,"42,25"
1476,"1476 Houtain-Le-Val, Belgique",BRUXELLES,"42,34"
9150,"9150 Rupelmonde, Belgique",BRUXELLES,"42,6"
9550,"9550 HERZELE, Belgique",BRUXELLES,"42,652"
3120,"3120 TREMELO, Belgique",BRUXELLES,"42,88"
9860,"9860 Gijzenzele, Belgique",BRUXELLES,"43,21"
612,"612 Saint-Nicolas, Belgique",BRUXELLES,"43,36"
9100,"9100 SINT-NIKLAAS, Belgique",BRUXELLES,"43,36"
7181,"7181 Petit-Roeulx-Lez-Nivelles, Belgique",BRUXELLES,"43,475"
1360,"1360 Orbais, Belgique",BRUXELLES,"43,581"
5030,"5030 Ernage, Belgique",BRUXELLES,"43,668"
2861,"2861 Onze-Lieve-Vrouw-Waver, Belgique",BRUXELLES,"44,21"
9230,"9230 Westrem, Belgique",BRUXELLES,"44,35"
3200,"3200 Gelrode, Belgique",BRUXELLES,"44,38"
9220,"9220 Moerzeke, Belgique",BRUXELLES,"44,44"
3221,"3221 Nieuwrode, Belgique",BRUXELLES,"44,6"
9090,"9090 Gontrode, Belgique",BRUXELLES,"44,77"
2018,"2018 ANTWERPEN, Belgique",BRUXELLES,"44,78"
2020,"2020 ANTWERPEN, Belgique",BRUXELLES,"44,78"
2030,"2030 ANTWERPEN, Belgique",BRUXELLES,"44,78"
2040,"2040 ANTWERPEN, Belgique",BRUXELLES,"44,78"
2050,"2050 ANTWERPEN, Belgique",BRUXELLES,"44,78"
2060,"2060 ANTWERPEN, Belgique",BRUXELLES,"44,78"
2000,"2000 ANTWERPEN, Belgique",BRUXELLES,"44,799"
9120,"9120 Haasdonk, Belgique",BRUXELLES,"45,01"
9571,"9571 Hemelveerdegem, Belgique",BRUXELLES,"45,03"
1490,"1490 COURT-SAINT-ETIENNE, Belgique",BRUXELLES,"45,04"
3210,"3210 LUBBEEK, Belgique",BRUXELLES,"45,059"
9570,"9570 LIERDE, Belgique",BRUXELLES,"45,172"
6230,"6230 Obaix, Belgique",BRUXELLES,"45,43"
3128,"3128 Baal, Belgique",BRUXELLES,"45,45"
3320,"3320 HOEGAARDEN, Belgique",BRUXELLES,"45,561"
6210,"6210 LES BONS VILLERS, Belgique",BRUXELLES,"45,88"
1541,"1541 Sint-Pieters-Kapelle, Belgique",BRUXELLES,"46,2"
3202,"3202 Rillaar, Belgique",BRUXELLES,"46,33"
2070,"2070 Burcht, Belgique",BRUXELLES,"46,396"
3390,"3390 Houwaart, Belgique",BRUXELLES,"46,65"
3321,"3321 Outgaarden, Belgique",BRUXELLES,"47,12"
2547,"2547 LINT, Belgique",BRUXELLES,"47,14"
3211,"3211 Binkom, Belgique",BRUXELLES,"47,203"
9820,"9820 Lemberge, Belgique",BRUXELLES,"47,24"
7180,"7180 SENEFFE, Belgique",BRUXELLES,"47,82"
9111,"9111 Belsele, Belgique",BRUXELLES,"47,91"
2650,"2650 EDEGEM, Belgique",BRUXELLES,"47,92"
3380,"3380 Bunsbeek, Belgique",BRUXELLES,"47,93"
2140,"2140 Borgerhout, Belgique",BRUXELLES,"47,99"
2580,"2580 PUTTE, Belgique",BRUXELLES,"48,03"
2223,"2223 Schriek, Belgique",BRUXELLES,"48,07"
9572,"9572 Sint-Martens-Lierde, Belgique",BRUXELLES,"48,08"
2500,"2500 Koningshooikt, Belgique",BRUXELLES,"48,24"
3201,"3201 Langdorp, Belgique",BRUXELLES,"48,46"
2100,"2100 Deurne, Belgique",BRUXELLES,"48,87"
3290,"3290 Deurne, Belgique",BRUXELLES,"48,87"
2075,"2075 CSM Antwerpen X, Belgique",BRUXELLES,"48,997"
2540,"2540 HOVE, Belgique",BRUXELLES,"49,22"
7060,"7060 Horrues, Belgique",BRUXELLES,"49,59"
3384,"3384 Attenrode, Belgique",BRUXELLES,"49,61"
9500,"9500 GERAARDSBERGEN, Belgique",BRUXELLES,"49,692"
5031,"5031 Grand-Leez, Belgique",BRUXELLES,"49,748"
7170,"7170 MANAGE, Belgique",BRUXELLES,"49,78"
9250,"9250 WAASMUNSTER, Belgique",BRUXELLES,"49,83"
1370,"1370 Dongelberg, Belgique",BRUXELLES,5
1040,"1040 ETTERBEEK, Belgique",BRUXELLES,"5,09"
1043,"1043 VRT, Belgique",BRUXELLES,"5,12"
1044,"1044 RTBF, Belgique",BRUXELLES,"5,18"
1070,"1070 ANDERLECHT, Belgique",BRUXELLES,"5,188"
1060,"1060 SAINT-GILLES, Belgique",BRUXELLES,"5,53"
1050,"1050 IXELLES, Belgique",BRUXELLES,"5,64"
1090,"1090 JETTE, Belgique",BRUXELLES,"5,85"
9112,"9112 Sinaai-Waas, Belgique",BRUXELLES,"50,02"
7190,"7190 Marche-Lez-Ecaussinnes, Belgique",BRUXELLES,"50,439"
2640,"2640 MORTSEL, Belgique",BRUXELLES,"50,91"
9630,"9630 Rozebeke, Belgique",BRUXELLES,"51,049"
1547,"1547 BIÉVÈNE, Belgique",BRUXELLES,"51,101"
1357,"1357 Opheylissem, Belgique",BRUXELLES,"51,18"
2150,"2150 BORSBEEK, Belgique",BRUXELLES,"51,25"
7830,"7830 SILLY, Belgique",BRUXELLES,"51,288"
3470,"3470 Sint-Margriete-Houtem, Belgique",BRUXELLES,"51,35"
6222,"6222 Brye, Belgique",BRUXELLES,"51,41"
7866,"7866 Bois-De-Lessines, Belgique",BRUXELLES,"51,46"
2230,"2230 Ramsel, Belgique",BRUXELLES,"51,57"
7063,"7063 Chaussée-Notre-Dame-Louvignies, Belgique",BRUXELLES,"51,615"
5032,"5032 Corroy-Le-Château, Belgique",BRUXELLES,"51,7"
6238,"6238 Liberchies, Belgique",BRUXELLES,"51,7"
2600,"2600 Berchem, Belgique",BRUXELLES,"51,93"
9690,"9690 Berchem, Belgique",BRUXELLES,"51,93"
9660,"9660 Sint-Maria-Oudenhove, Belgique",BRUXELLES,"51,937"
2110,"2110 WIJNEGEM, Belgique",BRUXELLES,"52,04"
1350,"1350 Noduwez, Belgique",BRUXELLES,"52,05"
1495,"1495 Tilly, Belgique",BRUXELLES,"52,121"
2170,"2170 Merksem, Belgique",BRUXELLES,"52,248"
7191,"7191 Ecaussinnes-Lalaing, Belgique",BRUXELLES,"52,3"
3471,"3471 Hoeleden, Belgique",BRUXELLES,"52,31"
9636,"9636 Nederzwalm-Hermelgem, Belgique",BRUXELLES,"52,34"
2900,"2900 SCHOTEN, Belgique",BRUXELLES,"52,59"
5140,"5140 SOMBREFFE, Belgique",BRUXELLES,"52,732"
9661,"9661 Parike, Belgique",BRUXELLES,"52,74"
3270,"3270 Scherpenheuvel, Belgique",BRUXELLES,"52,887"
9052,"9052 Zwijnaarde, Belgique",BRUXELLES,"53,16"
2590,"2590 BERLAAR, Belgique",BRUXELLES,"53,259"
3272,"3272 Messelbroek, Belgique",BRUXELLES,"53,39"
9050,"9050 Ledeberg, Belgique",BRUXELLES,"53,43"
2160,"2160 WOMMELGEM, Belgique",BRUXELLES,"53,45"
7160,"7160 Godarville, Belgique",BRUXELLES,"53,57"
9190,"9190 Kemzeke, Belgique",BRUXELLES,"53,58"
2530,"2530 BOECHOUT, Belgique",BRUXELLES,"53,72"
2235,"2235 Houtvenne, Belgique",BRUXELLES,"53,78"
9051,"9051 Sint-Denijs-Westrem, Belgique",BRUXELLES,"53,89"
9070,"9070 Heusden, Belgique",BRUXELLES,"53,91"
3350,"3350 Overhespen, Belgique",BRUXELLES,"53,97"
7512,"7512 Yves Rocher, Belgique",BRUXELLES,"54,08"
7513,"7513 Yves Rocher, Belgique",BRUXELLES,"54,08"
6221,"6221 Saint-Amand, Belgique",BRUXELLES,"54,19"
7822,"7822 Ghislenghien, Belgique",BRUXELLES,"54,35"
3460,"3460 Assent, Belgique",BRUXELLES,"54,63"
2531,"2531 Vremde, Belgique",BRUXELLES,"54,779"
9667,"9667 Sint-Maria-Horebeke, Belgique",BRUXELLES,"54,977"
5081,"5081 Meux, Belgique",BRUXELLES,"55,12"
8791,"8791 Beveren, Belgique",BRUXELLES,"55,25"
2221,"2221 Booischot, Belgique",BRUXELLES,"55,39"
9840,"9840 Zevergem, Belgique",BRUXELLES,"55,41"
4287,"4287 Racour, Belgique",BRUXELLES,"55,43"
2180,"2180 Ekeren, Belgique",BRUXELLES,"55,63"
3461,"3461 Molenbeek-Wersbeek, Belgique",BRUXELLES,"55,64"
2220,"2220 HEIST-OP-DEN-BERG, Belgique",BRUXELLES,"55,74"
7110,"7110 Houdeng-Aimeries, Belgique",BRUXELLES,"55,85"
7860,"7860 LESSINES, Belgique",BRUXELLES,"56,041"
9240,"9240 ZELE, Belgique",BRUXELLES,"56,44"
9040,"9040 Sint-Amandsberg, Belgique",BRUXELLES,"56,463"
9830,"9830 SINT-MARTENS-LATEM, Belgique",BRUXELLES,"56,5"
9160,"9160 LOKEREN, Belgique",BRUXELLES,"56,61"
7823,"7823 Gibecq, Belgique",BRUXELLES,"56,68"
7100,"7100 LA LOUVIÈRE, Belgique",BRUXELLES,"56,71"
9000,"9000 GENT, Belgique",BRUXELLES,"56,88"
9075,"9075 CSM Gent X, Belgique",BRUXELLES,"56,882"
9099,"9099 Gent X, Belgique",BRUXELLES,"56,882"
3391,"3391 Meensel-Kiezegem, Belgique",BRUXELLES,"57,02"
3293,"3293 Kaggevinne, Belgique",BRUXELLES,"57,04"
2930,"2930 BRASSCHAAT, Belgique",BRUXELLES,"57,14"
7943,"7943 Gages, Belgique",BRUXELLES,"57,315"
2970,"2970 SCHILDE, Belgique",BRUXELLES,"57,46"
2222,"2222 Itegem, Belgique",BRUXELLES,"57,52"
6041,"6041 Gosselies, Belgique",BRUXELLES,"57,55"
7070,"7070 LE ROEULX, Belgique",BRUXELLES,"57,616"
7864,"7864 Deux-Acren, Belgique",BRUXELLES,"57,65"
7870,"7870 LENS, Belgique",BRUXELLES,"57,904"
7062,"7062 Naast, Belgique",BRUXELLES,"58,05"
9031,"9031 Drongen, Belgique",BRUXELLES,"58,3"
9810,"9810 Eke, Belgique",BRUXELLES,"58,61"
7141,"7141 Carnières, Belgique",BRUXELLES,59
9130,"9130 Verrebroek, Belgique",BRUXELLES,59
2099,"2099 Antwerpen x, Belgique",BRUXELLES,"59,04"
3473,"3473 Waanrode, Belgique",BRUXELLES,"59,04"
9831,"9831 Deurle, Belgique",BRUXELLES,"59,043"
6040,"6040 Jumet, Belgique",BRUXELLES,"59,38"
2950,"2950 KAPELLEN, Belgique",BRUXELLES,"59,48"
3381,"3381 Kapellen, Belgique",BRUXELLES,"59,48"
7940,"7940 BRUGELETTE, Belgique",BRUXELLES,"59,54"
7810,"7810 Maffle, Belgique",BRUXELLES,"59,55"
3294,"3294 Molenstede, Belgique",BRUXELLES,"59,88"
3404,"3404 Neerlanden, Belgique",BRUXELLES,"59,88"
9688,"9688 Schorisse, Belgique",BRUXELLES,"59,92"
7800,"7800 ATH, Belgique",BRUXELLES,"59,93"
2260,"2260 WESTERLO, Belgique",BRUXELLES,6
6180,"6180 COURCELLES, Belgique",BRUXELLES,"60,1"
7061,"7061 Casteau, Belgique",BRUXELLES,"60,11"
7861,"7861 Wannebecq, Belgique",BRUXELLES,"60,236"
3545,"3545 Loksbergen, Belgique",BRUXELLES,"60,24"
7942,"7942 Mévergnies-Lez-Lens, Belgique",BRUXELLES,"60,26"
6211,"6211 Mellet, Belgique",BRUXELLES,"60,44"
7804,"7804 Rebaix, Belgique",BRUXELLES,"60,67"
7941,"7941 Attre, Belgique",BRUXELLES,"60,78"
6044,"6044 Roux, Belgique",BRUXELLES,"60,92"
9270,"9270 LAARNE, Belgique",BRUXELLES,"61,134"
9080,"9080 Beervelde, Belgique",BRUXELLES,"61,174"
5003,"5003 Saint-Marc, Belgique",BRUXELLES,"61,33"
6150,"6150 ANDERLUES, Belgique",BRUXELLES,"61,44"
6042,"6042 Lodelinsart, Belgique",BRUXELLES,"61,469"
9041,"9041 Oostakker, Belgique",BRUXELLES,"62,02"
6181,"6181 Gouy-Lez-Piéton, Belgique",BRUXELLES,"62,32"
2240,"2240 ZANDHOVEN, Belgique",BRUXELLES,"62,392"
2431,"2431 Varendonk, Belgique",BRUXELLES,"62,485"
6043,"6043 Ransart, Belgique",BRUXELLES,"62,61"
6220,"6220 Heppignies, Belgique",BRUXELLES,"62,7"
5012,"5012 Parlement Wallon, Belgique",BRUXELLES,"62,773"
3472,"3472 Kersbeek-Miskom, Belgique",BRUXELLES,"62,788"
2200,"2200 Morkhoven, Belgique",BRUXELLES,"62,8"
6183,"6183 Trazegnies, Belgique",BRUXELLES,"62,84"
3800,"3800 Halmaal, Belgique",BRUXELLES,"62,872"
9921,"9921 Vinderhoute, Belgique",BRUXELLES,"62,873"
7134,"7134 Péronnes-Lez-Binche, Belgique",BRUXELLES,"62,96"
9890,"9890 GAVERE, Belgique",BRUXELLES,63
6000,"6000 CHARLEROI, Belgique",BRUXELLES,"63,032"
7803,"7803 Bouvignies, Belgique",BRUXELLES,"63,1"
6060,"6060 Gilly, Belgique",BRUXELLES,"63,273"
9680,"9680 MAARKEDAL, Belgique",BRUXELLES,"63,276"
5022,"5022 Cognelée, Belgique",BRUXELLES,"63,28"
2520,"2520 Broechem, Belgique",BRUXELLES,"63,545"
7021,"7021 Havre, Belgique",BRUXELLES,"63,67"
3440,"3440 Budingen, Belgique",BRUXELLES,"63,754"
6075,"6075 CSM Charleroi X, Belgique",BRUXELLES,"63,83"
3803,"3803 Duras, Belgique",BRUXELLES,"64,008"
7034,"7034 Saint-Denis, Belgique",BRUXELLES,"64,05"
5000,"5000 Beez, Belgique",BRUXELLES,"64,48"
7862,"7862 Ogy, Belgique",BRUXELLES,"64,53"
1033,"1033 RTL-TVI, Belgique",BRUXELLES,"64,59"
5002,"5002 Saint-Servais, Belgique",BRUXELLES,"64,617"
7863,"7863 Ghoy, Belgique",BRUXELLES,"64,78"
5004,"5004 Bouge, Belgique",BRUXELLES,"64,83"
6182,"6182 Souvret, Belgique",BRUXELLES,"64,88"
6099,"6099 Charleroi X, Belgique",BRUXELLES,"65,2"
6020,"6020 Dampremy, Belgique",BRUXELLES,"65,31"
2960,"2960 Sint-Job-In-'T-Goor, Belgique",BRUXELLES,"65,35"
7131,"7131 Waudrez, Belgique",BRUXELLES,"65,38"
2242,"2242 Pulderbos, Belgique",BRUXELLES,"65,51"
5021,"5021 Boninne, Belgique",BRUXELLES,"65,57"
7890,"7890 Lahamaide, Belgique",BRUXELLES,"65,67"
2560,"2560 NIJLEN, Belgique",BRUXELLES,"65,901"
9032,"9032 Wondelgem, Belgique",BRUXELLES,"66,11"
6010,"6010 Couillet, Belgique",BRUXELLES,"66,2"
7812,"7812 Villers-Saint-Amand, Belgique",BRUXELLES,"66,51"
7130,"7130 Bray, Belgique",BRUXELLES,"66,584"
6001,"6001 Marcinelle, Belgique",BRUXELLES,"66,66"
6061,"6061 Montignies-Sur-Sambre, Belgique",BRUXELLES,"66,67"
9920,"9920 LOVENDEGEM, Belgique",BRUXELLES,"66,84"
5101,"5101 Lives-Sur-Meuse, Belgique",BRUXELLES,"66,875"
